"Read1","Read2","UmiRead","SampleName","ReadGroup","Library","SourceMaterial","PlatformUnit","SequencingPlatform","PlatformModel","SequencingCentre","SequencingDate","SLXId","Barcode","Flowcell","Lane","EndType","ReadLength","Index Type"
"PGDX17956P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17956P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17956P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL168-DL706","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17957P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17957P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17957P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL169-DL707","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17957P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17957P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17957P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL170-DL708","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17958P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17958P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17958P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL171-DL709","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17959P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17959P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17959P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL172-DL710","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17960P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17960P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17960P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL173-DL711","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17961P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17961P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17961P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL174-DL712","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17961P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17961P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17961P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL175-DL713","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17962P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17962P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17962P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL176-DL714","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17963P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17963P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17963P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL177-DL715","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17964P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17964P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17964P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL178-DL716","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17965P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17965P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17965P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL179-DL717","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17966P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17966P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17966P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL180-DL718","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17967P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17967P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17967P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL181-DL719","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17968P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17968P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17968P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL182-DL720","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17969P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17969P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17969P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL183-DL721","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17970P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17970P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17970P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL184-DL722","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17970P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17970P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17970P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL185-DL723","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17971P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17971P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17971P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL186-DL724","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17971P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17971P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17971P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL187-DL725","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17972P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17972P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17972P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL188-DL726","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17973P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17973P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17973P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL189-DL727","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17973P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17973P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17973P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL190-DL728","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17974P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17974P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17974P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL191-DL729","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17975P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17975P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17975P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL192-DL730","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17976P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17976P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17976P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL193-DL731","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17977P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17977P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17977P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL194-DL732","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17978P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17978P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17978P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL195-DL733","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17979P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17979P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17979P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL196-DL734","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17979P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17979P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17979P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL197-DL735","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17980P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17980P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17980P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL198-DL736","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17981P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17981P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17981P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL199-DL737","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17982P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17982P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17982P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL200-DL738","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17982P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17982P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17982P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL201-DL739","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17983P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17983P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17983P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL202-DL740","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17984P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17984P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17984P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL203-DL741","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17985P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17985P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17985P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL204-DL742","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17985P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17985P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17985P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL205-DL743","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17986P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17986P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17986P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL206-DL744","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17987P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17987P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17987P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL207-DL745","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17988P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17988P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17988P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL208-DL746","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17989P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17989P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17989P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL209-DL747","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17990P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17990P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17990P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL210-DL748","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17991P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17991P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17991P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL211-DL749","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17991P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17991P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17991P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL212-DL750","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18233P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18233P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18233P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL213-DL751","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18234P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18234P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18234P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL214-DL752","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18235P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18235P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18235P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL215-DL753","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18236P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18236P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18236P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL216-DL754","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18237P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18237P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18237P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL217-DL755","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18238P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18238P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18238P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL218-DL756","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18239P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18239P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18239P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL219-DL757","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18240P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18240P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18240P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL220-DL758","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18241P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18241P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18241P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL221-DL759","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18242P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18242P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18242P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL222-DL760","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18243P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18243P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18243P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL223-DL761","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18244P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18244P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18244P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL224-DL762","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18245P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18245P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18245P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL225-DL763","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18246P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18246P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18246P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL226-DL764","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18247P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18247P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18247P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL227-DL765","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18248P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18248P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18248P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL228-DL766","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18249P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18249P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18249P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL229-DL767","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18251P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18251P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18251P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL230-DL768","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18252P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18252P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18252P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL231-DL769","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18253P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18253P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18253P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL232-DL770","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18254P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18254P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18254P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL233-DL771","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18255P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18255P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18255P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL234-DL772","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18256P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18256P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18256P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL235-DL773","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18257P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18257P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18257P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL236-DL774","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18258P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18258P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18258P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL237-DL775","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18259P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18259P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18259P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL238-DL776","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18260P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18260P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18260P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL239-DL777","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18261P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18261P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18261P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL240-DL778","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18262P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18262P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18262P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL241-DL779","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18263P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18263P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18263P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL242-DL780","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18264P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18264P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18264P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL243-DL781","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18265P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18265P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18265P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL244-DL782","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18266P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18266P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18266P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL245-DL783","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18267P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18267P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18267P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL246-DL784","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18268P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18268P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18268P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL247-DL785","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18269P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18269P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18269P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL248-DL786","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18270P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18270P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18270P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL249-DL787","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18271P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18271P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18271P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL250-DL788","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18272P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18272P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18272P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL251-DL789","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
