Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Index Type,Library Type
SLX-11896.D707_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D502.HC2KKBBXX.s_8.r_2.fq.gz,NA,PLS:1253,NA,SLX-11896.D707-D502,SLX-11896.D707-D502,HC2KKBBXX.8.D707-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D707-D502,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12841.D707_D507.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D707_D507.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK27,NA,SLX-12841.D707-D507,SLX-12841.D707-D507,HFNWFBBXX.8.D707-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D707-D507,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D702_D502.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D702_D502.H7YGCBBXX.s_8.r_2.fq.gz,NA,UCP:158,NA,SLX-11896.D702-D502,SLX-11896.D702-D502,H7YGCBBXX.8.D702-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D702-D502,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D702_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D702_D502.HC2KKBBXX.s_8.r_2.fq.gz,NA,UCP:158,NA,SLX-11896.D702-D502,SLX-11896.D702-D502,HC2KKBBXX.8.D702-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D702-D502,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12841.D707_D508.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D707_D508.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK28,NA,SLX-12841.D707-D508,SLX-12841.D707-D508,HFNWFBBXX.8.D707-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D707-D508,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D705_D502.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D705_D502.H7YGCBBXX.s_8.r_2.fq.gz,NA,USN:183,NA,SLX-11896.D705-D502,SLX-11896.D705-D502,H7YGCBBXX.8.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D705-D502,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D705_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D705_D502.HC2KKBBXX.s_8.r_2.fq.gz,NA,USN:183,NA,SLX-11896.D705-D502,SLX-11896.D705-D502,HC2KKBBXX.8.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D705-D502,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D706_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D706_D506.H7YGCBBXX.s_8.r_2.fq.gz,NA,USN:153,NA,SLX-11896.D706-D506,SLX-11896.D706-D506,H7YGCBBXX.8.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D706-D506,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D706_D506.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D706_D506.HC2KKBBXX.s_8.r_2.fq.gz,NA,USN:153,NA,SLX-11896.D706-D506,SLX-11896.D706-D506,HC2KKBBXX.8.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D706-D506,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12832.D709_D501.HFNWFBBXX.s_7.r_1.fq.gz,SLX-12832.D709_D501.HFNWFBBXX.s_7.r_2.fq.gz,NA,DK29,NA,SLX-12832.D709-D501,SLX-12832.D709-D501,HFNWFBBXX.7.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12832,D709-D501,HFNWFBBXX,7,Paired End,150,Truseq HT,DNASeq
SLX-11896.D705_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D705_D506.H7YGCBBXX.s_8.r_2.fq.gz,NA,USN:133,NA,SLX-11896.D705-D506,SLX-11896.D705-D506,H7YGCBBXX.8.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D705-D506,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D705_D506.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D705_D506.HC2KKBBXX.s_8.r_2.fq.gz,NA,USN:133,NA,SLX-11896.D705-D506,SLX-11896.D705-D506,HC2KKBBXX.8.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D705-D506,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D703_D502.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D703_D502.H7YGCBBXX.s_8.r_2.fq.gz,NA,UCP:262,NA,SLX-11896.D703-D502,SLX-11896.D703-D502,H7YGCBBXX.8.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D703-D502,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D703_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D703_D502.HC2KKBBXX.s_8.r_2.fq.gz,NA,UCP:262,NA,SLX-11896.D703-D502,SLX-11896.D703-D502,HC2KKBBXX.8.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D703-D502,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D507.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D507.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:108,NA,SLX-11904.D712-D507,SLX-11904.D712-D507,HCL2WBBXX.8.D712-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D507,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D505.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D505.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:26,NA,SLX-11904.D712-D505,SLX-11904.D712-D505,HCL2WBBXX.8.D712-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D505,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D506.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D506.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:72,NA,SLX-11904.D712-D506,SLX-11904.D712-D506,HCL2WBBXX.8.D712-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D506,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D503.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D503.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:30,NA,SLX-11904.D712-D503,SLX-11904.D712-D503,HCL2WBBXX.8.D712-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D503,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D504.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D504.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:82,NA,SLX-11904.D712-D504,SLX-11904.D712-D504,HCL2WBBXX.8.D712-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D504,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D501.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D501.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:22,NA,SLX-11904.D712-D501,SLX-11904.D712-D501,HCL2WBBXX.8.D712-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D501,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D502.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D502.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:80,NA,SLX-11904.D712-D502,SLX-11904.D712-D502,HCL2WBBXX.8.D712-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D502,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11904.D712_D508.HCL2WBBXX.s_8.r_1.fq.gz,SLX-11904.D712_D508.HCL2WBBXX.s_8.r_2.fq.gz,NA,UCP:122,NA,SLX-11904.D712-D508,SLX-11904.D712-D508,HCL2WBBXX.8.D712-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-27,SLX-11904,D712-D508,HCL2WBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-13710.D705_D504.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D705_D504.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0044_CT_THRUPLEX,NA,SLX-13710.D705-D504,SLX-13710.D705-D504,HNVLTAFXX.1.D705-D504,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D705-D504,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-13710.D704_D505.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D704_D505.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0048_CT_A_THRUPLEX,NA,SLX-13710.D704-D505,SLX-13710.D704-D505,HNVLTAFXX.1.D704-D505,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D704-D505,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-13710.D707_D502.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D707_D502.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0037_C1D1_THRUPLEX,NA,SLX-13710.D707-D502,SLX-13710.D707-D502,HNVLTAFXX.1.D707-D502,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D707-D502,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-12841.D705_D504.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D705_D504.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK20,NA,SLX-12841.D705-D504,SLX-12841.D705-D504,HFNWFBBXX.8.D705-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D705-D504,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-13710.D706_D503.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D706_D503.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0040_CT_THRUPLEX,NA,SLX-13710.D706-D503,SLX-13710.D706-D503,HNVLTAFXX.1.D706-D503,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D706-D503,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-12841.D706_D501.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D706_D501.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK21,NA,SLX-12841.D706-D501,SLX-12841.D706-D501,HFNWFBBXX.8.D706-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D706-D501,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-13710.D701_D508.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D701_D508.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0051_CT_THRUPLEX,NA,SLX-13710.D701-D508,SLX-13710.D701-D508,HNVLTAFXX.1.D701-D508,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D701-D508,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-12841.D706_D502.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D706_D502.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK22,NA,SLX-12841.D706-D502,SLX-12841.D706-D502,HFNWFBBXX.8.D706-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D706-D502,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12841.D706_D503.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D706_D503.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK23,NA,SLX-12841.D706-D503,SLX-12841.D706-D503,HFNWFBBXX.8.D706-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D706-D503,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-13710.D703_D506.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D703_D506.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0048_CT_B_THRUPLEX,NA,SLX-13710.D703-D506,SLX-13710.D703-D506,HNVLTAFXX.1.D703-D506,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D703-D506,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-12841.D706_D504.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D706_D504.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK24,NA,SLX-12841.D706-D504,SLX-12841.D706-D504,HFNWFBBXX.8.D706-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D706-D504,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-13710.D702_D507.HNVLTAFXX.s_1.r_1.fq.gz,SLX-13710.D702_D507.HNVLTAFXX.s_1.r_2.fq.gz,NA,CAL0050_CT_THRUPLEX,NA,SLX-13710.D702-D507,SLX-13710.D702-D507,HNVLTAFXX.1.D702-D507,ILLUMINA,NextSeq,CRUK-CI,2017-09-04,SLX-13710,D702-D507,HNVLTAFXX,1,Paired End,75,Truseq HT,Other
SLX-12841.D707_D505.HFNWFBBXX.s_8.r_1.fq.gz,SLX-12841.D707_D505.HFNWFBBXX.s_8.r_2.fq.gz,NA,DK25,NA,SLX-12841.D707-D505,SLX-12841.D707-D505,HFNWFBBXX.8.D707-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-11,SLX-12841,D707-D505,HFNWFBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12531.D708_D501.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D708_D501.HHVLTBBXX.s_4.r_2.fq.gz,NA,Q04_RAD_PPC3_B1_1,NA,SLX-12531.D708-D501,SLX-12531.D708-D501,HHVLTBBXX.4.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D708-D501,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D707_D504.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D707_D504.HHVLTBBXX.s_4.r_2.fq.gz,NA,C07_PPC6_125_4,NA,SLX-12531.D707-D504,SLX-12531.D707-D504,HHVLTBBXX.4.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D707-D504,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D708_D504.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D708_D504.HHVLTBBXX.s_4.r_2.fq.gz,NA,C08_Camplex_PPC3_74_4,NA,SLX-12531.D708-D504,SLX-12531.D708-D504,HHVLTBBXX.4.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D708-D504,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D708_D503.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D708_D503.HHVLTBBXX.s_4.r_2.fq.gz,NA,C08_Camplex_PPC3_74_3,NA,SLX-12531.D708-D503,SLX-12531.D708-D503,HHVLTBBXX.4.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D708-D503,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D708_D502.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D708_D502.HHVLTBBXX.s_4.r_2.fq.gz,NA,Q04_RAD_PPC3_B1_2,NA,SLX-12531.D708-D502,SLX-12531.D708-D502,HHVLTBBXX.4.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D708-D502,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-11379.D704_D506.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D704_D506.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_14,NA,SLX-11379.D704-D506,SLX-11379.D704-D506,H5VHJBBXX.5.D704-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D704-D506,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D706_D505.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D706_D505.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_21,NA,SLX-11379.D706-D505,SLX-11379.D706-D505,H5VHJBBXX.5.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D706-D505,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D706_D506.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D706_D506.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_22,NA,SLX-11379.D706-D506,SLX-11379.D706-D506,H5VHJBBXX.5.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D706-D506,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D705_D507.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D705_D507.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_19,NA,SLX-11379.D705-D507,SLX-11379.D705-D507,H5VHJBBXX.5.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D705-D507,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D705_D508.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D705_D508.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_20,NA,SLX-11379.D705-D508,SLX-11379.D705-D508,H5VHJBBXX.5.D705-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D705-D508,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D705_D505.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D705_D505.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_17,NA,SLX-11379.D705-D505,SLX-11379.D705-D505,H5VHJBBXX.5.D705-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D705-D505,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D705_D506.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D705_D506.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_18,NA,SLX-11379.D705-D506,SLX-11379.D705-D506,H5VHJBBXX.5.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D705-D506,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D704_D507.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D704_D507.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_15,NA,SLX-11379.D704-D507,SLX-11379.D704-D507,H5VHJBBXX.5.D704-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D704-D507,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D704_D508.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D704_D508.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_16,NA,SLX-11379.D704-D508,SLX-11379.D704-D508,H5VHJBBXX.5.D704-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D704-D508,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D706_D507.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D706_D507.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_23,NA,SLX-11379.D706-D507,SLX-11379.D706-D507,H5VHJBBXX.5.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D706-D507,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-12531.D705_D506.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D705_D506.HHVLTBBXX.s_4.r_2.fq.gz,NA,C08_Camplex_PPC1_69_2,NA,SLX-12531.D705-D506,SLX-12531.D705-D506,HHVLTBBXX.4.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D705-D506,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D706_D506.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D706_D506.HHVLTBBXX.s_4.r_2.fq.gz,NA,CMDL161017_2,NA,SLX-12531.D706-D506,SLX-12531.D706-D506,HHVLTBBXX.4.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D706-D506,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D706_D505.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D706_D505.HHVLTBBXX.s_4.r_2.fq.gz,NA,CMDL161017_1,NA,SLX-12531.D706-D505,SLX-12531.D706-D505,HHVLTBBXX.4.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D706-D505,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D705_D508.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D705_D508.HHVLTBBXX.s_4.r_2.fq.gz,NA,C08_Camplex_PPC1_69_4,NA,SLX-12531.D705-D508,SLX-12531.D705-D508,HHVLTBBXX.4.D705-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D705-D508,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D705_D507.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D705_D507.HHVLTBBXX.s_4.r_2.fq.gz,NA,C08_Camplex_PPC1_69_3,NA,SLX-12531.D705-D507,SLX-12531.D705-D507,HHVLTBBXX.4.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D705-D507,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D707_D502.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D707_D502.HHVLTBBXX.s_4.r_2.fq.gz,NA,C07_PPC6_125_2,NA,SLX-12531.D707-D502,SLX-12531.D707-D502,HHVLTBBXX.4.D707-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D707-D502,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D707_D501.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D707_D501.HHVLTBBXX.s_4.r_2.fq.gz,NA,C07_PPC6_125_1,NA,SLX-12531.D707-D501,SLX-12531.D707-D501,HHVLTBBXX.4.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D707-D501,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D706_D508.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D706_D508.HHVLTBBXX.s_4.r_2.fq.gz,NA,CMDL161017_4,NA,SLX-12531.D706-D508,SLX-12531.D706-D508,HHVLTBBXX.4.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D706-D508,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D706_D507.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D706_D507.HHVLTBBXX.s_4.r_2.fq.gz,NA,CMDL161017_3,NA,SLX-12531.D706-D507,SLX-12531.D706-D507,HHVLTBBXX.4.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D706-D507,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D707_D503.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D707_D503.HHVLTBBXX.s_4.r_2.fq.gz,NA,C07_PPC6_125_3,NA,SLX-12531.D707-D503,SLX-12531.D707-D503,HHVLTBBXX.4.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D707-D503,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-11379.D703_D502.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D703_D502.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_10,NA,SLX-11379.D703-D502,SLX-11379.D703-D502,H5VHJBBXX.5.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D703-D502,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D703_D503.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D703_D503.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_11,NA,SLX-11379.D703-D503,SLX-11379.D703-D503,H5VHJBBXX.5.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D703-D503,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D702_D504.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D702_D504.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_8,NA,SLX-11379.D702-D504,SLX-11379.D702-D504,H5VHJBBXX.5.D702-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D702-D504,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D703_D501.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D703_D501.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_9,NA,SLX-11379.D703-D501,SLX-11379.D703-D501,H5VHJBBXX.5.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D703-D501,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D702_D502.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D702_D502.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_6,NA,SLX-11379.D702-D502,SLX-11379.D702-D502,H5VHJBBXX.5.D702-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D702-D502,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
