Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Library Type,Index Type
SLX-12759.D708_D508.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D508.HHMMCBBXX.s_1.r_2.fq.gz,,U02 URINE_MELR_01-014_T7_163,,SLX-12759.D708-D508,SLX-12759.D708-D508,HHMMCBBXX.1.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12759,D708-D508,HHMMCBBXX,1,Paired End,150,Other,Truseq HT
SLX-12759.D708_D505.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D505.HHMMCBBXX.s_1.r_2.fq.gz,,U02 URINE_MELR_01-006_T7_74,,SLX-12759.D708-D505,SLX-12759.D708-D505,HHMMCBBXX.1.D708-D505,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12759,D708-D505,HHMMCBBXX,1,Paired End,150,Other,Truseq HT
SLX-12758.D709_D504.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D504.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-004_T16_58,,SLX-12758.D709-D504,SLX-12758.D709-D504,HHT5VBBXX.8.D709-D504,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D709-D504,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D709_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D501.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-020_T4_209,,SLX-12758.D709-D501,SLX-12758.D709-D501,HHT5VBBXX.8.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D709-D501,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D708_D507.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D708_D507.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-014_T5_161,,SLX-12758.D708-D507,SLX-12758.D708-D507,HHT5VBBXX.8.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D708-D507,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D708_D506.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D708_D506.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-010_T4_124,,SLX-12758.D708-D506,SLX-12758.D708-D506,HHT5VBBXX.8.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D708-D506,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D708_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D708_D502.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-004_T18_60,,SLX-12758.D708-D502,SLX-12758.D708-D502,HHT5VBBXX.8.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D708-D502,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D711_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D502.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-010_T2_122,,SLX-12758.D711-D502,SLX-12758.D711-D502,HHT5VBBXX.8.D711-D502,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D711-D502,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D711_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D501.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-006_T22_89,,SLX-12758.D711-D501,SLX-12758.D711-D501,HHT5VBBXX.8.D711-D501,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D711-D501,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D712_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D712_D501.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-020_T3_208,,SLX-12758.D712-D501,SLX-12758.D712-D501,HHT5VBBXX.8.D712-D501,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D712-D501,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D711_D506.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D506.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-014_T1_158,,SLX-12758.D711-D506,SLX-12758.D711-D506,HHT5VBBXX.8.D711-D506,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D711-D506,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D711_D505.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D505.HHT5VBBXX.s_8.r_2.fq.gz,,CI_01-014_T3_89,,SLX-12758.D711-D505,SLX-12758.D711-D505,HHT5VBBXX.8.D711-D505,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D711-D505,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12758.D709_D505.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D505.HHT5VBBXX.s_8.r_2.fq.gz,,U02 URINE_MELR_01-012_T7_152,,SLX-12758.D709-D505,SLX-12758.D709-D505,HHT5VBBXX.8.D709-D505,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D709-D505,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-12534.D709_D503.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D709_D503.HHWCJBBXX.s_2.r_2.fq.gz,,GA2,,SLX-12534.D709-D503,SLX-12534.D709-D503,HHWCJBBXX.2.D709-D503,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D709-D503,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D710_D501.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D710_D501.HHWCJBBXX.s_2.r_2.fq.gz,,JA5,,SLX-12534.D710-D501,SLX-12534.D710-D501,HHWCJBBXX.2.D710-D501,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D710-D501,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D709_D504.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D709_D504.HHWCJBBXX.s_2.r_2.fq.gz,,JA1,,SLX-12534.D709-D504,SLX-12534.D709-D504,HHWCJBBXX.2.D709-D504,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D709-D504,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D710_D503.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D710_D503.HHWCJBBXX.s_2.r_2.fq.gz,,SA4,,SLX-12534.D710-D503,SLX-12534.D710-D503,HHWCJBBXX.2.D710-D503,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D710-D503,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D710_D502.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D710_D502.HHWCJBBXX.s_2.r_2.fq.gz,,JA5_2,,SLX-12534.D710-D502,SLX-12534.D710-D502,HHWCJBBXX.2.D710-D502,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D710-D502,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D711_D505.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D711_D505.HHWCJBBXX.s_2.r_2.fq.gz,,PPC5,,SLX-12534.D711-D505,SLX-12534.D711-D505,HHWCJBBXX.2.D711-D505,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D711-D505,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D710_D504.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D710_D504.HHWCJBBXX.s_2.r_2.fq.gz,,SA4_2,,SLX-12534.D710-D504,SLX-12534.D710-D504,HHWCJBBXX.2.D710-D504,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D710-D504,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D711_D507.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D711_D507.HHWCJBBXX.s_2.r_2.fq.gz,,PPC3,,SLX-12534.D711-D507,SLX-12534.D711-D507,HHWCJBBXX.2.D711-D507,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D711-D507,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D711_D506.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D711_D506.HHWCJBBXX.s_2.r_2.fq.gz,,PPC5_2,,SLX-12534.D711-D506,SLX-12534.D711-D506,HHWCJBBXX.2.D711-D506,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D711-D506,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D711_D508.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D711_D508.HHWCJBBXX.s_2.r_2.fq.gz,,PPC3_2,,SLX-12534.D711-D508,SLX-12534.D711-D508,HHWCJBBXX.2.D711-D508,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D711-D508,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-10572.D701_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D503.C8L1WANXX.s_6.r_2.fq.gz,,UCP:106,,SLX-10572.D701-D503,SLX-10572.D701-D503,C8L1WANXX.6.D701-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D503,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D503.C8L1WANXX.s_7.r_2.fq.gz,,UCP:106,,SLX-10572.D701-D503,SLX-10572.D701-D503,C8L1WANXX.7.D701-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D503,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D504.C8L1WANXX.s_6.r_2.fq.gz,,UCP:154,,SLX-10572.D701-D504,SLX-10572.D701-D504,C8L1WANXX.6.D701-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D504,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D504.C8L1WANXX.s_7.r_2.fq.gz,,UCP:154,,SLX-10572.D701-D504,SLX-10572.D701-D504,C8L1WANXX.7.D701-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D504,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10575.iPCRtagT044.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT044.C8TCVANXX.s_3.r_2.fq.gz,,CF4788,,SLX-10575.iPCRtagT044,SLX-10575.iPCRtagT044,C8TCVANXX.3.iPCRtagT044,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT044,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10572.D701_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D501.C8L1WANXX.s_6.r_2.fq.gz,,UCP:76,,SLX-10572.D701-D501,SLX-10572.D701-D501,C8L1WANXX.6.D701-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D501,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D501.C8L1WANXX.s_7.r_2.fq.gz,,UCP:76,,SLX-10572.D701-D501,SLX-10572.D701-D501,C8L1WANXX.7.D701-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D501,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10575.iPCRtagT048.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT048.C8TCVANXX.s_3.r_2.fq.gz,,CF4787,,SLX-10575.iPCRtagT048,SLX-10575.iPCRtagT048,C8TCVANXX.3.iPCRtagT048,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT048,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10572.D701_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D502.C8L1WANXX.s_6.r_2.fq.gz,,UCP:112,,SLX-10572.D701-D502,SLX-10572.D701-D502,C8L1WANXX.6.D701-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D502,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D502.C8L1WANXX.s_7.r_2.fq.gz,,UCP:112,,SLX-10572.D701-D502,SLX-10572.D701-D502,C8L1WANXX.7.D701-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D502,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10991.iPCRtagT046.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT046.C854JANXX.s_8.r_2.fq.gz,,PLS:636,,SLX-10991.iPCRtagT046,SLX-10991.iPCRtagT046,C854JANXX.8.iPCRtagT046,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT046,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT035.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT035.C854JANXX.s_8.r_2.fq.gz,,PLS:507,,SLX-10991.iPCRtagT035,SLX-10991.iPCRtagT035,C854JANXX.8.iPCRtagT035,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT035,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT047.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT047.C8TCVANXX.s_3.r_2.fq.gz,,CF4786,,SLX-10575.iPCRtagT047,SLX-10575.iPCRtagT047,C8TCVANXX.3.iPCRtagT047,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT047,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT012.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT012.C8TCVANXX.s_3.r_2.fq.gz,,CF4783,,SLX-10575.iPCRtagT012,SLX-10575.iPCRtagT012,C8TCVANXX.3.iPCRtagT012,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT012,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT003.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT003.C8TCVANXX.s_3.r_2.fq.gz,,CF4790,,SLX-10575.iPCRtagT003,SLX-10575.iPCRtagT003,C8TCVANXX.3.iPCRtagT003,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT003,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-12534.D712_D506.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D712_D506.HHWCJBBXX.s_2.r_2.fq.gz,,PPC6_2,,SLX-12534.D712-D506,SLX-12534.D712-D506,HHWCJBBXX.2.D712-D506,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D712-D506,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D712_D505.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D712_D505.HHWCJBBXX.s_2.r_2.fq.gz,,PPC6,,SLX-12534.D712-D505,SLX-12534.D712-D505,HHWCJBBXX.2.D712-D505,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D712-D505,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D712_D508.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D712_D508.HHWCJBBXX.s_2.r_2.fq.gz,,PPC1_2,,SLX-12534.D712-D508,SLX-12534.D712-D508,HHWCJBBXX.2.D712-D508,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D712-D508,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D712_D507.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D712_D507.HHWCJBBXX.s_2.r_2.fq.gz,,PPC1,,SLX-12534.D712-D507,SLX-12534.D712-D507,HHWCJBBXX.2.D712-D507,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D712-D507,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D705_D506.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D705_D506.HHWCJBBXX.s_2.r_2.fq.gz,,lib1024_LUCID_325_460,,SLX-12534.D705-D506,SLX-12534.D705-D506,HHWCJBBXX.2.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D705-D506,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-12534.D704_D504.HHWCJBBXX.s_2.r_1.fq.gz,SLX-12534.D704_D504.HHWCJBBXX.s_2.r_2.fq.gz,,lib1019_LUCID_325_460,,SLX-12534.D704-D504,SLX-12534.D704-D504,HHWCJBBXX.2.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,24/03/2017,SLX-12534,D704-D504,HHWCJBBXX,2,Paired End,150,Other,Truseq HT
SLX-10572.D702_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D702_D501.C8L1WANXX.s_6.r_2.fq.gz,,UCP:134,,SLX-10572.D702-D501,SLX-10572.D702-D501,C8L1WANXX.6.D702-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D702-D501,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D702_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D702_D501.C8L1WANXX.s_7.r_2.fq.gz,,UCP:134,,SLX-10572.D702-D501,SLX-10572.D702-D501,C8L1WANXX.7.D702-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D702-D501,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D507.C8L1WANXX.s_6.r_2.fq.gz,,UCP:118,,SLX-10572.D701-D507,SLX-10572.D701-D507,C8L1WANXX.6.D701-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D507,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D507.C8L1WANXX.s_7.r_2.fq.gz,,UCP:118,,SLX-10572.D701-D507,SLX-10572.D701-D507,C8L1WANXX.7.D701-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D507,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D508.C8L1WANXX.s_6.r_2.fq.gz,,UCP:164,,SLX-10572.D701-D508,SLX-10572.D701-D508,C8L1WANXX.6.D701-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D508,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D508.C8L1WANXX.s_7.r_2.fq.gz,,UCP:164,,SLX-10572.D701-D508,SLX-10572.D701-D508,C8L1WANXX.7.D701-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D508,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D505.C8L1WANXX.s_6.r_2.fq.gz,,UCP:116,,SLX-10572.D701-D505,SLX-10572.D701-D505,C8L1WANXX.6.D701-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D505,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D505.C8L1WANXX.s_7.r_2.fq.gz,,UCP:116,,SLX-10572.D701-D505,SLX-10572.D701-D505,C8L1WANXX.7.D701-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D505,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D701_D506.C8L1WANXX.s_6.r_2.fq.gz,,UCP:156,,SLX-10572.D701-D506,SLX-10572.D701-D506,C8L1WANXX.6.D701-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D506,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D701_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D701_D506.C8L1WANXX.s_7.r_2.fq.gz,,UCP:156,,SLX-10572.D701-D506,SLX-10572.D701-D506,C8L1WANXX.7.D701-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D701-D506,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10991.iPCRtagT034.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT034.C854JANXX.s_8.r_2.fq.gz,,PLS:394,,SLX-10991.iPCRtagT034,SLX-10991.iPCRtagT034,C854JANXX.8.iPCRtagT034,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT034,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT033.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT033.C854JANXX.s_8.r_2.fq.gz,,PLS:470,,SLX-10991.iPCRtagT033,SLX-10991.iPCRtagT033,C854JANXX.8.iPCRtagT033,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT033,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT032.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT032.C854JANXX.s_8.r_2.fq.gz,,PLS:569,,SLX-10991.iPCRtagT032,SLX-10991.iPCRtagT032,C854JANXX.8.iPCRtagT032,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT032,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT027.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT027.C854JANXX.s_8.r_2.fq.gz,,USN:41,,SLX-10991.iPCRtagT027,SLX-10991.iPCRtagT027,C854JANXX.8.iPCRtagT027,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT027,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT026.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT026.C854JANXX.s_8.r_2.fq.gz,,USN:39,,SLX-10991.iPCRtagT026,SLX-10991.iPCRtagT026,C854JANXX.8.iPCRtagT026,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT026,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT025.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT025.C854JANXX.s_8.r_2.fq.gz,,USN:51,,SLX-10991.iPCRtagT025,SLX-10991.iPCRtagT025,C854JANXX.8.iPCRtagT025,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT025,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT031.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT031.C854JANXX.s_8.r_2.fq.gz,,USN:73,,SLX-10991.iPCRtagT031,SLX-10991.iPCRtagT031,C854JANXX.8.iPCRtagT031,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT031,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT030.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT030.C854JANXX.s_8.r_2.fq.gz,,USN:69,,SLX-10991.iPCRtagT030,SLX-10991.iPCRtagT030,C854JANXX.8.iPCRtagT030,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT030,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT029.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT029.C854JANXX.s_8.r_2.fq.gz,,USN:77,,SLX-10991.iPCRtagT029,SLX-10991.iPCRtagT029,C854JANXX.8.iPCRtagT029,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT029,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT028.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT028.C854JANXX.s_8.r_2.fq.gz,,USN:61,,SLX-10991.iPCRtagT028,SLX-10991.iPCRtagT028,C854JANXX.8.iPCRtagT028,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT028,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT099.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT099.C854JANXX.s_8.r_2.fq.gz,,USN:85,,SLX-10991.iPCRtagT099,SLX-10991.iPCRtagT099,C854JANXX.8.iPCRtagT099,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT099,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT022.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT022.C854JANXX.s_8.r_2.fq.gz,,USN:91,,SLX-10991.iPCRtagT022,SLX-10991.iPCRtagT022,C854JANXX.8.iPCRtagT022,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT022,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT021.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT021.C854JANXX.s_8.r_2.fq.gz,,USN:93,,SLX-10991.iPCRtagT021,SLX-10991.iPCRtagT021,C854JANXX.8.iPCRtagT021,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT021,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
