file,n_read,n_nucleotide,n_read_mapped,n_nucleotide_mapped,n_read_duplicate,n_nucleotide_duplicate,n_read_mapped_chrM,coverage_by_mapped_reads
DL-00000.DL216-DL715.NovaSeq.bam,495531489,49466787646,477958738,47795675568,56236686,5632235458,29738,14.936148615
DL-00000.DL113-DL612.NovaSeq.bam,584169304,58271760602,578870869,57766038320,90182795,9029902812,33504,18.051886975
DL-00000.DL091-DL590.NovaSeq.bam,535620138,53564614403,529448600,52966913180,74474537,7462923713,8911,16.55216036875
DL-00000.DL234-DL733.NovaSeq.bam,516799684,51577432159,499208037,49917316616,76073581,7619122240,4556,15.5991614425
DL-00000.DL109-DL608.NovaSeq.bam,542333401,54156375360,533193257,53273166435,79255464,7938639541,5289,16.6478645109375
DL-00000.DL204-DL703.NovaSeq.bam,425925206,42381091893,415898140,41494827645,69974606,6988886841,42629,12.9671336390625
DL-00000.DL219-DL718.NovaSeq.bam,611826726,61022114977,607053055,60568867598,119337472,11949563580,39893,18.927771124375
DL-00000.DL228-DL727.NovaSeq.bam,619040995,61571740091,599054197,59739519624,83973754,8384338805,12771,18.6685998825
DL-00000.DL110-DL609.NovaSeq.bam,529411323,52909562534,522649555,52260494892,77501367,7764195873,3027,16.33140465375
DL-00000.DL217-DL716.NovaSeq.bam,556983325,55689624636,547053587,54728134991,64104686,6419282030,4606,17.1025421846875
DL-00000.DL102-DL601.NovaSeq.bam,444366369,43966206061,434327880,43052743017,69173286,6910284207,8054,13.4539821928125
DL-00000.DL072-DL571.NovaSeq.bam,525378317,52064335933,520225503,51563502823,67431577,6707186105,88522,16.1135946321875
DL-00000.DL261-DL760.NovaSeq.bam,460389155,45889683001,452928298,45189791146,111624567,11159417468,42160,14.121809733125
DL-00000.DL087-DL586.NovaSeq.bam,672617762,67031301367,666502645,66441786929,111657430,11161433405,6228,20.7630584153125
DL-00000.DL114-DL613.NovaSeq.bam,516698328,51685889310,510462807,51084693414,69788641,6993769688,24617,15.963966691875
DL-00000.DL118-DL617.NovaSeq.bam,476740211,47704264522,473099896,47354979635,138020456,13844209978,3779,14.7984311359375
DL-00000.DL174-DL673.NovaSeq.bam,657268588,65658910288,648834002,64843042321,234100150,23473601964,15689,20.2634507253125
DL-00000.DL106-DL605.NovaSeq.bam,595397393,59501686059,587268108,58721023946,95116160,9532388891,3335,18.350319983125
DL-00000.DL065-DL564.NovaSeq.bam,606539553,60193325068,581271370,57878862407,98929080,9863486933,16923,18.0871445021875
DL-00000.DL236-DL735.NovaSeq.bam,780239790,77651219767,774100287,77074759650,177251329,17687392058,23427,24.085862390625
DL-00000.DL233-DL732.NovaSeq.bam,565739400,56445246108,561658975,56055629683,173552568,17392644108,41570,17.5173842759375
DL-00000.DL048-DL547.NovaSeq.bam,728919254,69438939808,718045847,68398182815,65708169,6304618422,30937,21.3744321296875
DL-00000.DL084-DL583.NovaSeq.bam,615074697,61249058418,607954108,60566929615,98856851,9873817184,15620,18.9271655046875
DL-00000.DL212-DL711.NovaSeq.bam,675126185,67243036171,665067385,66284296014,158253965,15811829513,284978,20.713842504375
DL-00000.DL182-DL681.NovaSeq.bam,579577301,57927610437,573962592,57390295303,187486412,18791195703,59969,17.9344672821875
DL-00000.DL063-DL562.NovaSeq.bam,522293234,51781598302,483479855,48209482698,80770423,8062907370,40078,15.065463343125
DL-00000.DL042-DL541.NovaSeq.bam,725323571,72665651433,716345517,71804846748,104189728,10455125761,23459,22.43901460875
DL-00000.DL004-DL503.NovaSeq.bam,482078070,47801794463,463616246,46073273882,72507332,7250429385,10128,14.397898088125
DL-00000.DL192-DL691.NovaSeq.bam,532618977,53181251947,527758212,52712744776,99064827,9913967433,3734,16.4727327425
DL-00000.DL015-DL514.NovaSeq.bam,589683371,58861510582,585305334,58448480787,187388537,18798645599,5758,18.2651502459375
DL-00000.DL051-DL550.NovaSeq.bam,750060124,74990828738,740143149,74021459433,96213570,9638722610,28637,23.1317060728125
DL-00000.DL031-DL530.NovaSeq.bam,567326633,56656804051,557474692,55710097158,88323595,8852104806,26324,17.409405361875
DL-00000.DL008-DL507.NovaSeq.bam,465046150,46318784565,450371470,44921455407,70223391,7027736792,9143,14.0379548146875
DL-00000.DL196-DL695.NovaSeq.bam,989213039,98640903454,981199837,97887223939,190598692,19061960112,61093,30.5897574809375
DL-00000.DL142-DL641.NovaSeq.bam,485672782,48549173851,479946773,48004541055,165035521,16551386581,1379,15.0014190796875
DL-00000.DL249-DL748.NovaSeq.bam,743237241,74267647676,733708432,73352777240,155116216,15530246664,45306,22.9227428875
DL-00000.DL257-DL756.NovaSeq.bam,771224451,76519336391,758802847,75341215001,199227375,19839575950,84610,23.5441296878125
DL-00000.DL127-DL626.NovaSeq.bam,627878619,62398464773,621272423,61775627118,95380020,9501254477,36278,19.304883474375
DL-00000.DL044-DL543.NovaSeq.bam,594227062,55752076860,584762269,54850520226,59760224,5637605365,15557,17.140787570625
DL-00000.DL035-DL534.NovaSeq.bam,705692246,68784249772,696089238,67857171159,87256935,8544879648,32119,21.2053659871875
DL-00000.DL230-DL729.NovaSeq.bam,373663873,37262824098,366080420,36560964344,55376967,5538608656,26450,11.4253013575
DL-00000.DL101-DL600.NovaSeq.bam,537972308,53644931228,532342952,53111531639,80452641,8055139386,4309,16.5973536371875
DL-00000.DL007-DL506.NovaSeq.bam,629402989,62899814681,616722861,61696706920,109135465,10933348047,11796,19.2802209125
DL-00000.DL009-DL508.NovaSeq.bam,546116516,54315759970,539634687,53693190127,165926373,16645946506,6983,16.7791219146875
DL-00000.DL245-DL744.NovaSeq.bam,228546351,17151205284,223346850,16807146047,21909728,1648976534,1255,5.2522331396875
DL-00000.DL135-DL634.NovaSeq.bam,530048383,52803922762,523742338,52194735528,72329042,7226987880,18238,16.3108548525
DL-00000.DL180-DL679.NovaSeq.bam,496463885,49484465312,489198965,48783120511,88799554,8868080460,50503,15.2447251596875
DL-00000.DL148-DL647.NovaSeq.bam,639045518,63654322805,631169572,62891803756,209202863,20925155240,28627,19.65368867375
DL-00000.DL115-DL614.NovaSeq.bam,628032842,62731292728,621920900,62149573999,110262942,11047679984,31688,19.4217418746875
DL-00000.DL047-DL546.NovaSeq.bam,648266062,64773350201,639587026,63958972617,86115457,8622803481,5540,19.9871789428125
DL-00000.DL159-DL658.NovaSeq.bam,466685190,46648594813,458575203,45858960275,150251755,15066461954,10851,14.3309250859375
DL-00000.DL214-DL713.NovaSeq.bam,512310911,50999418905,504619074,50271938614,124917460,12475484415,156315,15.709980816875
DL-00000.DL001-DL500.NovaSeq.bam,488298919,48625821681,480336168,47852119702,52917213,5276105876,4137,14.953787406875
DL-00000.DL086-DL585.NovaSeq.bam,558520985,55779252453,550158620,54970053998,85039256,8515156796,4546,17.178141874375
DL-00000.DL143-DL642.NovaSeq.bam,605703668,60560407282,590817311,59117248451,229760715,23034766430,5339,18.4741401409375
DL-00000.DL184-DL683.NovaSeq.bam,666121801,60800027685,654558727,59819609621,73931911,6728040102,21491,18.6936280065625
DL-00000.DL045-DL544.NovaSeq.bam,550015110,54953446253,512806231,51349767626,91420692,9163155179,15097,16.046802383125
DL-00000.DL043-DL542.NovaSeq.bam,569163164,53590625639,560791666,52802168594,58301697,5512237776,26894,16.500677685625
DL-00000.DL027-DL526.NovaSeq.bam,571594998,57022222627,557536940,55692963495,85564910,8561882800,19858,17.4040510921875
DL-00000.DL190-DL689.NovaSeq.bam,521056855,51833155986,515226060,51271235444,64904095,6469800729,41295,16.02226107625
DL-00000.DL145-DL644.NovaSeq.bam,566815797,56670359320,555477440,55567505643,174221897,17477914679,4507,17.3648455134375
DL-00000.DL129-DL628.NovaSeq.bam,528710088,52666491723,519978516,51823006705,71073663,7095095836,21735,16.1946895953125
DL-00000.DL211-DL710.NovaSeq.bam,735827943,73223712947,726649086,72354602573,170361062,17027608193,71230,22.6108133040625
DL-00000.DL170-DL669.NovaSeq.bam,660989544,65975913489,654342658,65338333188,234588717,23518881045,14228,20.41822912125
DL-00000.DL140-DL639.NovaSeq.bam,559028577,55542114718,544652262,54151248374,79571684,7922427952,89847,16.922265116875
DL-00000.DL078-DL577.NovaSeq.bam,590850166,59077479524,581064553,58133984820,77613596,7774314038,8168,18.16687025625
DL-00000.DL018-DL517.NovaSeq.bam,622194167,62339543199,614106817,61553076824,90194861,9046847798,4627,19.2353365075
DL-00000.DL066-DL565.NovaSeq.bam,539754135,53813784929,533686464,53222187132,82900182,8275062188,44386,16.63193347875
DL-00000.DL074-DL573.NovaSeq.bam,576467692,57578341519,568091138,56809863260,74068465,7415988100,15640,17.75308226875
DL-00000.DL238-DL737.NovaSeq.bam,650164185,64504637038,645318620,64047767699,136034788,13557495632,40985,20.0149274059375
DL-00000.DL165-DL664.NovaSeq.bam,435760097,43021251336,429590759,42425448300,57408365,5684691456,19909,13.25795259375
DL-00000.DL037-DL536.NovaSeq.bam,922204095,88252884782,910298237,87231381240,123034035,11846287719,27508,27.2598066375
DL-00000.DL096-DL595.NovaSeq.bam,728130104,72553070709,719946033,71776749165,153474360,15355412450,12800,22.4302341140625
DL-00000.DL070-DL569.NovaSeq.bam,592739374,59124497982,586290107,58502634334,106464615,10638589827,26605,18.282073229375
DL-00000.DL080-DL579.NovaSeq.bam,515600231,51202645096,508532746,50521634683,64856495,6456741947,9457,15.7880108384375
DL-00000.DL189-DL688.NovaSeq.bam,480432849,47765336142,474815167,47223946351,57361997,5718842570,43399,14.7574832346875
DL-00000.DL040-DL539.NovaSeq.bam,1149668091,110110425380,1138622920,109073855141,129383515,12507930488,14088,34.0855797315625
DL-00000.DL064-DL563.NovaSeq.bam,623140996,62205733616,618042347,61717055347,80879206,8086827323,15377,19.2865797959375
DL-00000.DL205-DL704.NovaSeq.bam,393098732,39125866340,385457713,38402642587,82537139,8240838845,78411,12.0008258084375
DL-00000.DL010-DL509.NovaSeq.bam,571465057,57230964012,568138954,56912265372,180174189,18077922591,5903,17.78508292875
DL-00000.DL053-DL552.NovaSeq.bam,430797571,43084390980,422919901,42311167825,45500993,4557872134,12503,13.2222399453125
DL-00000.DL154-DL653.NovaSeq.bam,382555259,37709539347,369457546,36448479530,182526994,18289241441,18257,11.390149853125
DL-00000.DL179-DL678.NovaSeq.bam,457059099,45521170592,449273798,44758589019,48181974,4808203265,37930,13.9870590684375
DL-00000.DL252-DL751.NovaSeq.bam,538600509,53777799825,529422975,52890902506,59458557,5950665745,4715,16.528407033125
DL-00000.DL172-DL671.NovaSeq.bam,487613049,48536445255,481893251,47986423513,55124538,5523067319,1403,14.9957573478125
DL-00000.DL100-DL599.NovaSeq.bam,695298719,69420301527,688641382,68783382001,119500112,11963106141,5557,21.4948068753125
DL-00000.DL195-DL694.NovaSeq.bam,447679531,44475712749,442916094,44032479997,80388473,8028428098,54715,13.7601499990625
DL-00000.DL185-DL684.NovaSeq.bam,1019836818,95521788545,1007645205,94469305833,161968133,15358282833,4407,29.5216580728125
DL-00000.DL150-DL649.NovaSeq.bam,618109045,61810706644,597368325,59792494420,206659057,20734047406,14718,18.68515450625
DL-00000.DL073-DL572.NovaSeq.bam,671017501,66937245357,658958885,65873892927,121485223,12157717423,24471,20.5855915396875
DL-00000.DL155-DL654.NovaSeq.bam,592923444,59322107062,584143208,58474780471,203072930,20370487407,12119,18.2733688971875
DL-00000.DL213-DL712.NovaSeq.bam,612514793,60979036215,608936041,60638890887,130148385,13009350828,26836,18.9496534021875
DL-00000.DL168-DL667.NovaSeq.bam,599704067,59969180374,596461576,59659483885,173457105,17390294021,11287,18.6435887140625
DL-00000.DL181-DL680.NovaSeq.bam,521321728,52123053449,518873078,51889677914,144419557,14482946203,22806,16.215524348125
DL-00000.DL134-DL633.NovaSeq.bam,455716839,45358909244,448586650,44668416054,60766932,6078243747,29180,13.958880016875
DL-00000.DL153-DL652.NovaSeq.bam,623279841,62372277276,608933911,60987259406,199110071,19968964259,23190,19.058518564375
DL-00000.DL226-DL725.NovaSeq.bam,671236170,66899294429,664531778,66254638528,122359368,12223919830,35946,20.70457454
DL-00000.DL006-DL505.NovaSeq.bam,508979652,50797151228,499782066,49927003345,71297144,7144223011,2321,15.6021885453125
DL-00000.DL079-DL578.NovaSeq.bam,471601579,47183988740,464560840,46500947845,60051272,6017126151,11501,14.5315462015625
DL-00000.DL263-DL762.NovaSeq.bam,746081337,74415973932,737739764,73617401389,165700141,16573019752,16827,23.0054379340625
DL-00000.DL242-DL741.NovaSeq.bam,594145082,58842850399,589242333,58375921027,112328355,11165468308,111450,18.2424753209375
DL-00000.DL124-DL623.NovaSeq.bam,571037140,57095100948,564226377,56432442378,142607381,14293622774,103516,17.635138243125
DL-00000.DL055-DL554.NovaSeq.bam,754761327,72079866979,731524008,69877675560,187531993,17808015450,202671,21.8367736125
DL-00000.DL256-DL755.NovaSeq.bam,662288615,66055452413,650264506,64895999564,104737858,10466990249,21141,20.27999986375
DL-00000.DL090-DL589.NovaSeq.bam,654050555,65403620176,648743893,64892041047,105392036,10556386214,14958,20.2787628271875
DL-00000.DL049-DL548.NovaSeq.bam,654113701,65262899004,647623480,64641381599,109927800,10993181421,42458,20.2004317496875
DL-00000.DL194-DL693.NovaSeq.bam,721712026,71830220235,717212225,71406587417,166497531,16615037119,117382,22.3145585678125
DL-00000.DL130-DL629.NovaSeq.bam,486369018,48360944063,480245296,47777228341,62541415,6243089358,20219,14.9303838565625
DL-00000.DL176-DL675.NovaSeq.bam,568299868,56713165443,560176440,55926501696,64660697,6464974993,21013,17.47703178
DL-00000.DL235-DL734.NovaSeq.bam,738128644,73231525095,720601467,71586142089,133488410,13365847035,37286,22.3706694028125
DL-00000.DL050-DL549.NovaSeq.bam,554154480,55366938937,543403759,54313104871,61030119,6112634572,19994,16.9728452721875
DL-00000.DL013-DL512.NovaSeq.bam,625461148,62619373411,621192864,62208448178,197586185,19822749789,4098,19.440140055625
DL-00000.DL177-DL676.NovaSeq.bam,929068712,92901072978,917617783,91787739503,98917052,9908464613,8210,28.6836685946875
DL-00000.DL117-DL616.NovaSeq.bam,598673502,59788984493,593792496,59322291023,102917050,10297675927,8250,18.5382159446875
DL-00000.DL161-DL660.NovaSeq.bam,634382945,63456483392,628719140,62913728444,210986559,21160446486,10273,19.66054013875
DL-00000.DL067-DL566.NovaSeq.bam,524421230,52278642070,515308575,51390985153,77734973,7763116666,42444,16.0596828603125
DL-00000.DL088-DL587.NovaSeq.bam,599815805,59741024010,591125479,58897513237,88496686,8833370260,12255,18.4054728865625
DL-00000.DL246-DL745.NovaSeq.bam,452371798,45186434451,443883220,44382600402,55447350,5551781823,35925,13.869562625625
DL-00000.DL058-DL557.NovaSeq.bam,820080723,81986508866,812059948,81227902681,136731020,13690334687,38997,25.3837195878125
DL-00000.DL244-DL743.NovaSeq.bam,904030742,90059068826,898210399,89506446425,189436716,18945750486,119759,27.9707645078125
DL-00000.DL240-DL739.NovaSeq.bam,671134364,67062548022,665034534,66480938552,150542217,15076068935,160801,20.7752932975
DL-00000.DL125-DL624.NovaSeq.bam,450390392,44968767107,444115367,44356505676,45238586,4533627426,8873,13.86140802375
DL-00000.DL241-DL740.NovaSeq.bam,412543498,40837604173,400240848,39675190213,141741370,14091894210,153210,12.3984969415625
DL-00000.DL071-DL570.NovaSeq.bam,474656101,47344246974,468175345,46714464675,65403582,6534133510,31323,14.5982702109375
DL-00000.DL123-DL622.NovaSeq.bam,451749578,45184232694,445656247,44589200600,42005217,4209253496,4132,13.9341251875
DL-00000.DL163-DL662.NovaSeq.bam,456783697,45472440189,450554229,44883404503,56920436,5680280117,6768,14.0260639071875
DL-00000.DL136-DL635.NovaSeq.bam,488985097,48993725008,483884390,48493799663,50650240,5080344139,3107,15.1543123946875
DL-00000.DL021-DL520.NovaSeq.bam,460602327,46043459248,452627080,45278354304,53325098,5339699871,3217,14.14948572
DL-00000.DL139-DL638.NovaSeq.bam,477302970,47586788307,469722496,46870510604,91432278,9141758173,7009,14.64703456375
DL-00000.DL039-DL538.NovaSeq.bam,1064185123,106485804916,1056783238,105792354433,161485576,16196848140,35883,33.0601107603125
DL-00000.DL003-DL502.NovaSeq.bam,658353330,60014130565,647609692,59145971950,76712472,6941373715,11238,18.483116234375
DL-00000.DL012-DL511.NovaSeq.bam,697402884,69838204611,691990974,69317861884,236917704,23769623120,7984,21.66183183875
DL-00000.DL260-DL759.NovaSeq.bam,285279819,28409131255,277039905,27626787434,60628844,6060121267,96295,8.633371073125
DL-00000.DL038-DL537.NovaSeq.bam,770405851,72669046935,760095560,71711343665,96503530,9175714539,9045,22.4097948953125
DL-00000.DL069-DL568.NovaSeq.bam,497728014,49734848144,492494549,49227899519,70366872,7044315693,17102,15.3837185996875
DL-00000.DL094-DL593.NovaSeq.bam,460459765,46071224821,456132647,45648066525,49314505,4942731190,13293,14.2650207890625
DL-00000.DL251-DL750.NovaSeq.bam,602325199,60080689991,590586683,58962678387,80147058,8018704488,11688,18.4258369959375
DL-00000.DL210-DL709.NovaSeq.bam,610383101,60716448186,601779745,59903634508,150196769,15002845981,26864,18.71988578375
DL-00000.DL229-DL728.NovaSeq.bam,640831642,63965390574,595778219,59624602272,151518416,15190912900,76766,18.63268821
DL-00000.DL188-DL687.NovaSeq.bam,359999437,35672046901,350824612,34791214759,69518082,6908073427,127944,10.8722546121875
DL-00000.DL231-DL730.NovaSeq.bam,428488911,42743579690,422474363,42167124710,47192242,4714798995,17915,13.177226471875
DL-00000.DL095-DL594.NovaSeq.bam,811849823,81231857647,803016907,80368918052,183598930,18400734833,56344,25.11528689125
DL-00000.DL028-DL527.NovaSeq.bam,393734148,39145035709,383432921,38196885986,55018617,5491528818,17105,11.936526870625
DL-00000.DL082-DL581.NovaSeq.bam,460520298,46061293908,452776649,45310047891,49238822,4931571120,10760,14.1593899659375
DL-00000.DL137-DL636.NovaSeq.bam,511551527,51158413202,504701827,50485507841,50215637,5028023000,16776,15.7767212003125
DL-00000.DL002-DL501.NovaSeq.bam,534545865,53297561781,527180356,52583272710,60015305,6010832193,2522,16.432272721875
DL-00000.DL144-DL643.NovaSeq.bam,541190724,54022479721,522203447,52163183893,175094715,17560341631,18057,16.3009949665625
DL-00000.DL193-DL692.NovaSeq.bam,597972611,59313497371,590042142,58572944525,140420509,13982243259,131082,18.3040451640625
DL-00000.DL089-DL588.NovaSeq.bam,593092083,59264339127,587277132,58706749906,90530942,9064287967,5232,18.345859345625
DL-00000.DL198-DL697.NovaSeq.bam,578548712,57588696158,570380841,56798321622,70312894,7015533680,9928,17.749475506875
DL-00000.DL160-DL659.NovaSeq.bam,665235278,66604165502,658672344,65974226957,235368680,23614023052,10496,20.6169459240625
DL-00000.DL057-DL556.NovaSeq.bam,975968344,91929658677,962993792,90706679494,147415820,13902052542,36724,28.345837341875
DL-00000.DL019-DL518.NovaSeq.bam,529031250,52872885208,521255597,52125569225,68763474,6882282542,5942,16.2892403828125
DL-00000.DL107-DL606.NovaSeq.bam,499166694,49869091066,490004971,48984863571,73847262,7395266278,4346,15.3077698659375
DL-00000.DL157-DL656.NovaSeq.bam,759715664,76008397623,750455488,75118568714,287859675,28874859694,17001,23.474552723125
DL-00000.DL081-DL580.NovaSeq.bam,381043690,37924317016,364870594,36415435205,38138506,3808942924,8294,11.3798235015625
DL-00000.DL025-DL524.NovaSeq.bam,416292490,41524776134,403656645,40318485317,69717039,6980263858,15609,12.5995266615625
DL-00000.DL014-DL513.NovaSeq.bam,522787368,52329051432,516196761,51696314947,69935711,7009313843,4282,16.1550984209375
DL-00000.DL052-DL551.NovaSeq.bam,437234875,43525849366,430068809,42840509553,64690291,6457554970,28584,13.3876592353125
DL-00000.DL105-DL604.NovaSeq.bam,613071588,61271105269,606206461,60609916475,96600494,9675672282,5317,18.9405988984375
DL-00000.DL223-DL722.NovaSeq.bam,639700173,63733023832,635218796,63306721610,126783143,12693932436,65154,19.783350503125
DL-00000.DL237-DL736.NovaSeq.bam,314638320,31380829021,310110502,30949099073,62186102,6219625492,56077,9.6715934603125
DL-00000.DL103-DL602.NovaSeq.bam,589870190,58817130169,583986102,58255478628,90162454,9018646601,4167,18.20483707125
DL-00000.DL221-DL720.NovaSeq.bam,701587092,70116638092,695927443,69574610315,138500163,13876152910,12505,21.7420657234375
DL-00000.DL036-DL535.NovaSeq.bam,846098683,80452049474,833018833,79235367258,74760614,7165638008,19825,24.761052268125
DL-00000.DL201-DL700.NovaSeq.bam,451595697,44967648493,444654921,44355863310,63652571,6359105223,24177,13.861207284375
DL-00000.DL250-DL749.NovaSeq.bam,774600202,76842679827,769601344,76371785637,165202904,16445090325,52092,23.8661830115625
DL-00000.DL187-DL686.NovaSeq.bam,690623298,68964538444,682668328,68311664013,221575984,22223324429,28496,21.3473950040625
DL-00000.DL262-DL761.NovaSeq.bam,555312141,55427113688,547886024,54721509203,143892856,14403324393,64647,17.1004716259375
DL-00000.DL132-DL631.NovaSeq.bam,452803069,44964172334,447373460,44461545177,60182982,5997768157,32756,13.8942328678125
DL-00000.DL085-DL584.NovaSeq.bam,662628897,65851335425,654658651,65089193512,111911229,11181044302,10885,20.3403729725
DL-00000.DL133-DL632.NovaSeq.bam,541138347,53480388366,533915066,52835813729,95205471,9453182354,27712,16.5111917903125
DL-00000.DL146-DL645.NovaSeq.bam,533380620,53350913740,520273858,52076273289,175249444,17572936705,8235,16.2738354028125
DL-00000.DL112-DL611.NovaSeq.bam,568273562,56814560123,562374564,56251760910,88334413,8849751022,27693,17.578675284375
DL-00000.DL254-DL753.NovaSeq.bam,682811166,68244861581,664919862,66541711536,97956970,9814774031,24872,20.794284855
DL-00000.DL149-DL648.NovaSeq.bam,429461845,42923141248,420940528,42113107901,143717848,14405049089,2360,13.1603462190625
DL-00000.DL128-DL627.NovaSeq.bam,522838690,51979199398,513383391,51070129950,74561024,7433981721,47764,15.959415609375
DL-00000.DL222-DL721.NovaSeq.bam,493439325,49187648894,490167787,48876313251,93409172,9343506927,5613,15.2738478909375
DL-00000.DL164-DL663.NovaSeq.bam,467923269,46772648130,461481313,46144343342,45698434,4577260507,6548,14.420107294375
DL-00000.DL077-DL576.NovaSeq.bam,554207924,55350125164,547025657,54675130018,66445126,6648491094,8785,17.085978130625
DL-00000.DL169-DL668.NovaSeq.bam,514819492,51517496619,511721300,51222009401,146777623,14722363639,8726,16.0068779378125
DL-00000.DL166-DL665.NovaSeq.bam,516166001,51557090168,511127451,51068685236,65023527,6510154690,12264,15.95896413625
DL-00000.DL138-DL637.NovaSeq.bam,564499129,56200936609,557017061,55482314454,76384978,7620815611,70402,17.338223266875
DL-00000.DL255-DL754.NovaSeq.bam,532651163,53176845405,522653132,52215232541,65981673,6599936394,5971,16.3172601690625
DL-00000.DL041-DL540.NovaSeq.bam,749274698,75057734758,736758923,73852611484,116821447,11722658328,20777,23.07894108875
DL-00000.DL126-DL625.NovaSeq.bam,584254579,57994643755,573896852,56993310381,69863001,6951090733,29466,17.8104094940625
DL-00000.DL220-DL719.NovaSeq.bam,507947232,50672826044,500559550,49972488928,126653216,12673026385,50363,15.61640279
DL-00000.DL202-DL701.NovaSeq.bam,624821111,62323660197,616879527,61583190642,99175742,9918664156,17892,19.244747075625
DL-00000.DL162-DL661.NovaSeq.bam,483688594,47028535377,476860145,46374176035,60025698,5857787337,36951,14.4919300109375
DL-00000.DL054-DL553.NovaSeq.bam,488272940,48803663009,483021277,48291047030,50130377,5022720357,21075,15.090952196875
DL-00000.DL152-DL651.NovaSeq.bam,678037268,67860216113,668769396,66964722067,224066748,22466517537,13275,20.9264756459375
DL-00000.DL215-DL714.NovaSeq.bam,564726857,56567328232,559659615,56075593817,70725366,7092610672,11101,17.5236230678125
DL-00000.DL033-DL532.NovaSeq.bam,548628445,54701018809,537657399,53718464554,82472197,8250756225,18192,16.787020173125
DL-00000.DL024-DL523.NovaSeq.bam,555898544,55328187842,549495934,54722732109,89920841,9012147685,4033,17.1008537840625
DL-00000.DL151-DL650.NovaSeq.bam,569183687,56935934446,561853381,56226352232,172703192,17309559976,19877,17.5707350725
DL-00000.DL022-DL521.NovaSeq.bam,592058912,59135678216,584716010,58426781230,81994313,8201128021,5554,18.258369134375
DL-00000.DL093-DL592.NovaSeq.bam,464121954,45547580455,455435985,44761637926,62190009,6132287804,32938,13.988011851875
DL-00000.DL116-DL615.NovaSeq.bam,386033055,38101610755,381440796,37666709021,56118682,5605148916,23527,11.7708465690625
DL-00000.DL108-DL607.NovaSeq.bam,554276595,55331297978,546338902,54568722188,91775184,9194865239,6276,17.05272568375
DL-00000.DL243-DL742.NovaSeq.bam,474313003,47323747768,466368135,46568947027,140196293,14025983650,63636,14.5527959459375
DL-00000.DL011-DL510.NovaSeq.bam,620252198,62079717298,615141635,61587959438,197086934,19772499248,24501,19.246237324375
DL-00000.DL060-DL559.NovaSeq.bam,631195943,59776798694,622910335,59004948940,79727236,7596478491,53981,18.43904654375
DL-00000.DL098-DL597.NovaSeq.bam,638221681,63410727693,630928943,62712950648,96726163,9647843310,47038,19.5977970775
DL-00000.DL232-DL731.NovaSeq.bam,518867834,51808879545,511720612,51114032258,57654143,5768624188,4394,15.973135080625
DL-00000.DL209-DL708.NovaSeq.bam,498597051,49732806018,495209424,49409238472,93852703,9383991387,27915,15.4403870225
DL-00000.DL017-DL516.NovaSeq.bam,553709602,55409536845,548862266,54942102613,172850114,17340076028,16211,17.1694070665625
DL-00000.DL121-DL620.NovaSeq.bam,661043503,66221969281,656872373,65820522134,203601069,20431486764,1428,20.568913166875
DL-00000.DL032-DL531.NovaSeq.bam,536958060,53556760428,531436334,53028122476,71307227,7127757294,29807,16.57128827375
DL-00000.DL227-DL726.NovaSeq.bam,746627109,74246043287,739823028,73587674660,122286672,12180170382,67591,22.99614833125
DL-00000.DL030-DL529.NovaSeq.bam,561285089,56011999479,551356866,55094087969,69831979,6986418513,14812,17.2169024903125
DL-00000.DL016-DL515.NovaSeq.bam,699383483,70040572473,695837413,69700673344,225660911,22641641698,6985,21.78146042
DL-00000.DL208-DL707.NovaSeq.bam,483142112,48267277366,480262379,47992385600,86337613,8645369728,7253,14.9976205
DL-00000.DL178-DL677.NovaSeq.bam,581140206,57916572839,574526131,57274606634,71639096,7152953205,40721,17.898314573125
DL-00000.DL175-DL674.NovaSeq.bam,594119275,58864619244,586723514,58160078899,94293779,9362554336,94130,18.1750246559375
DL-00000.DL259-DL758.NovaSeq.bam,799601167,79752715201,794172533,79239330457,170407368,17033011826,28477,24.7622907678125
DL-00000.DL158-DL657.NovaSeq.bam,520460838,52035559523,516717379,51679516682,152920947,15342965268,3913,16.149848963125
DL-00000.DL131-DL630.NovaSeq.bam,645518204,64249045559,636248395,63359164257,99095015,9885782279,15311,19.7997388303125
DL-00000.DL099-DL598.NovaSeq.bam,662872521,66098805731,657119844,65552299679,99190542,9918733453,10527,20.4850936496875
DL-00000.DL061-DL560.NovaSeq.bam,788885918,75039809743,768219300,73093679922,155729160,14770622851,71433,22.841774975625
DL-00000.DL122-DL621.NovaSeq.bam,520424261,51867831911,515410457,51382825445,56589385,5654143656,20315,16.0571329515625
DL-00000.DL104-DL603.NovaSeq.bam,713232167,71049169212,703959514,70193699981,134580540,13444829280,10418,21.9355312440625
DL-00000.DL026-DL525.NovaSeq.bam,577582233,57473849646,572002704,56947700929,66917297,6681185353,28955,17.7961565403125
DL-00000.DL097-DL596.NovaSeq.bam,569367334,56560721256,562642558,55922855768,79693687,7948049963,56679,17.4758924275
DL-00000.DL253-DL752.NovaSeq.bam,501463744,49809047218,493510418,49048779599,68512055,6858097750,4889,15.3277436246875
DL-00000.DL029-DL528.NovaSeq.bam,554142854,55130915017,545487600,54315255699,83112633,8294281218,97303,16.9735174059375
DL-00000.DL197-DL696.NovaSeq.bam,448776992,44605060691,439857618,43769240680,100803312,10053893076,18807,13.6778877125
